record_id,farmer_id,crop,state,lga,harvest_date,season,quantity_harvested_kg,post_harvest_loss_pct,quantity_sold_kg,farm_gate_price_per_kg,market_price_per_kg,gross_revenue_ngn,transport_mode,transport_cost_ngn,destination_market,days_to_market,storage_type,fertilizer_used,irrigation_used,cooperative_member
AGR-638422,FRM-05803,Cowpea,Benue,Mendozashire,2/10/2021,Wet Season,44787.44,13.4,38785.92,99.54,201.15,7801787.81,Rail,24500,Mile 12,21,None,No,No,No
AGR-638423,FRM-03734,Rice,Borno,Petersonstad,1/26/2023,Wet Season,48418.04,32.1,32875.85,1172.9,3135.2,103072364.9,Truck,14400,Mile 12,9,None,Yes,No,Yes
AGR-638424,FRM-07668,Plantain,Imo,West Tyrone,4/10/2023,Dry Season,47342.29,3.5,45685.31,1252.31,3744.14,171052196.6,Boat,16300,Gbagi Market,12,Silo,Yes,No,No
AGR-638425,FRM-08258,Maize,Benue,New Lindaville,1/21/2023,Wet Season,36786.56,17.6,30312.13,1353.46,1915.89,58074706.75,Van,34500,Oyingbo,11,Silo,No,No,No
AGR-638426,FRM-09658,Rice,Borno,Lake Angela,11/18/2022,Off-Season,11997.24,24.6,9045.92,927.89,2419.14,21883346.91,Rail,27900,Gbagi Market,13,None,No,No,No
AGR-638427,FRM-01252,Groundnut,Benue,Jacobberg,10/19/2021,Off-Season,19487.75,8.4,17850.78,921.22,1272.67,22718152.18,Boat,39800,Dawanau Market,8,Silo,Yes,No,No
AGR-638428,FRM-04762,Maize,Niger,Rogersville,10/1/2021,Wet Season,39035.92,23.6,29823.44,1888.63,2776.6,82807763.5,Motorcycle,11200,Kantin Kwari,9,Silo,No,No,Yes
AGR-638429,FRM-01176,Cowpea,Kano,Davidfort,12/12/2022,Dry Season,48580.49,17.1,40273.23,1522.48,3927.91,158189622.9,Truck,31000,Kantin Kwari,3,Open Air,No,No,No
AGR-638430,FRM-03095,Wheat,Kano,Michaelfort,1/1/2024,Dry Season,25972.35,8.4,23790.67,1400.35,3245.71,77217615.53,Boat,20300,Kantin Kwari,17,Cold Storage,No,Yes,No
AGR-638431,FRM-00968,Rice,Cross River,Michaelberg,6/7/2021,Off-Season,28769.48,23.3,22066.19,1627.54,3268.42,72121576.72,Truck,33700,Oja Oba,18,Silo,Yes,No,No
AGR-638432,FRM-07377,Soybean,Oyo,Nicholasmouth,8/14/2021,Off-Season,4401.27,3.9,4229.62,1674.65,2737.63,11579134.6,Motorcycle,46700,Kantin Kwari,12,None,No,No,No
AGR-638433,FRM-07469,Plantain,Ogun,New Markbury,9/19/2022,Wet Season,12623.78,20.6,10023.28,866.81,2348.59,23540575.18,Van,3600,Dawanau Market,21,Cold Storage,No,Yes,Yes
AGR-638434,FRM-00087,Yam,Imo,Josephshire,12/17/2023,Off-Season,1047.76,25.7,778.49,92.43,138.13,107532.82,Van,35700,Oja Oba,6,Cold Storage,No,Yes,No
AGR-638435,FRM-01404,Yam,Benue,Hughesside,9/21/2021,Wet Season,40057.85,25.4,29883.16,977.17,2009.04,60036463.77,Van,37300,Gbagi Market,20,Cold Storage,No,No,No
AGR-638436,FRM-03137,Rice,Anambra,West Scottberg,10/3/2021,Off-Season,7775.59,14.5,6648.13,1369.99,2659.3,17679372.11,Motorcycle,9400,Kantin Kwari,10,Silo,No,Yes,Yes
AGR-638437,FRM-03086,Wheat,Benue,Loriberg,1/7/2023,Dry Season,20679.53,10.1,18590.9,416.51,987.72,18362603.75,Rail,4500,Gbagi Market,16,Open Air,Yes,No,No
AGR-638438,FRM-04142,Groundnut,Borno,South Matthewberg,10/10/2022,Off-Season,22703.42,23.1,17458.93,1786.44,3015.18,52641816.56,Rail,3100,Mile 12,9,Warehouse,Yes,Yes,No
AGR-638439,FRM-09726,Pepper,Borno,Johnland,3/20/2021,Wet Season,11042.73,13.6,9540.92,1154.26,3387.65,32321297.64,Van,8000,Kantin Kwari,14,None,Yes,No,Yes
AGR-638440,FRM-06895,Wheat,Kano,South Benjaminstad,5/4/2023,Dry Season,15311.45,34.4,10044.31,706.36,1986.83,19956336.44,Truck,40700,Dawanau Market,17,Silo,No,No,No
AGR-638441,FRM-00352,Groundnut,Niger,Duncanville,5/15/2021,Dry Season,45658.7,18.2,37348.82,993.85,2810.59,104972220,Truck,10100,Kantin Kwari,12,Silo,No,No,Yes
AGR-638442,FRM-05565,Groundnut,Ogun,Lake Amy,6/4/2023,Dry Season,21145,7.9,19474.55,1959.38,3694.14,71941714.14,Rail,13400,Dawanau Market,10,Warehouse,No,No,No
AGR-638443,FRM-04080,Yam,Borno,East Amy,6/23/2023,Dry Season,34654.22,15.8,29178.85,887.71,1840.47,53702798.06,Truck,29500,Oja Oba,13,Silo,No,Yes,No
AGR-638444,FRM-04265,Plantain,Anambra,Millerland,6/6/2022,Dry Season,15360.41,22.5,11904.32,1545.07,4218.21,50214921.67,Truck,14600,Mile 12,9,Warehouse,Yes,No,No
AGR-638445,FRM-03630,Sorghum,Niger,Port Sarahstad,1/12/2023,Wet Season,12432.22,25.7,9237.14,1432.54,2016.98,18631126.64,Truck,5200,Wuse Market,7,None,No,Yes,No
AGR-638446,FRM-07242,Rice,Imo,East Sethview,11/11/2023,Dry Season,28094.49,2.1,27504.51,386.17,857.06,23573015.34,Rail,23500,Kantin Kwari,18,Open Air,No,Yes,No
AGR-638447,FRM-05626,Plantain,Anambra,Blackville,1/3/2022,Dry Season,18958.49,12,16683.47,1855.74,4113.03,68619612.61,Van,22900,Dawanau Market,16,Warehouse,Yes,No,No
AGR-638448,FRM-09482,Pepper,Oyo,Thompsonburgh,8/8/2021,Off-Season,15100.35,5.1,14330.23,562.54,1443.59,20686976.73,Truck,48900,Eke Awka,5,Open Air,Yes,Yes,No
AGR-638449,FRM-00806,Rice,Kaduna,Port Christopher,7/26/2022,Dry Season,33436.71,34.9,21767.3,813.76,1927.31,41952334.96,Truck,29900,Wuse Market,10,None,Yes,No,Yes
AGR-638450,FRM-09118,Maize,Cross River,New Richardmouth,1/22/2023,Dry Season,29394.94,9.2,26690.61,1427.64,2126.51,56757849.07,Boat,16300,Mile 12,15,Cold Storage,No,Yes,No
AGR-638451,FRM-02489,Wheat,Benue,Williamton,3/5/2022,Dry Season,26257.24,20.5,20874.51,1087.66,2751.59,57438092.97,Boat,36800,Oyingbo,7,Warehouse,Yes,Yes,Yes
AGR-638452,FRM-00667,Plantain,Borno,New Michelleberg,1/7/2021,Wet Season,8890.36,34.6,5814.3,165.51,329.08,1913369.84,Boat,36600,Eke Awka,5,Open Air,No,No,Yes
AGR-638453,FRM-06609,Maize,Cross River,Boltonfurt,7/6/2022,Off-Season,47902.38,29.7,33675.37,1345.05,2267.66,76364289.53,Van,36300,Eke Awka,3,Warehouse,No,Yes,No
AGR-638454,FRM-06433,Cassava,Cross River,Josephmouth,7/7/2021,Off-Season,38476.06,2.9,37360.25,1523.76,2492.73,93129015.98,Van,11600,Oyingbo,10,Warehouse,Yes,Yes,Yes
AGR-638455,FRM-04572,Tomato,Niger,Crystalberg,5/10/2021,Wet Season,9999.01,25.7,7429.26,980.83,2874.35,21354293.48,Boat,2000,Wuse Market,6,Cold Storage,No,No,Yes
AGR-638456,FRM-05856,Cowpea,Anambra,Oliverfurt,8/31/2022,Wet Season,11598.43,2.1,11354.86,715.56,1048.21,11902277.8,Truck,10500,Eke Awka,18,Silo,No,No,No
AGR-638457,FRM-03850,Tomato,Imo,Lake Joseph,11/24/2023,Off-Season,16789.31,23.7,12810.24,1162.23,2119.28,27148485.43,Van,31200,Wuse Market,12,Warehouse,Yes,Yes,Yes
AGR-638458,FRM-01356,Soybean,Kano,Campbellport,2/4/2023,Off-Season,2518.76,19,2040.2,1154.71,2517.89,5136999.18,Truck,47300,Kantin Kwari,16,Warehouse,No,Yes,Yes
AGR-638459,FRM-01779,Plantain,Kaduna,East Justin,10/25/2021,Wet Season,840.51,18.8,682.49,1587.06,3046.85,2079444.66,Truck,39700,Oyingbo,3,Silo,No,Yes,Yes
AGR-638460,FRM-03189,Groundnut,Oyo,East Lisa,5/2/2023,Off-Season,23244.83,7.1,21594.45,643.66,1355.34,29267821.86,Rail,14400,Dawanau Market,12,None,No,Yes,No
AGR-638461,FRM-08616,Groundnut,Benue,West Aaronbury,7/11/2022,Off-Season,42213.47,28.5,30182.63,1469.48,3253.64,98203412.27,Van,1300,Gbagi Market,2,None,No,Yes,No
AGR-638462,FRM-05170,Plantain,Benue,Richardland,9/19/2023,Dry Season,17091.44,25.8,12681.85,840.47,2381.64,30203601.23,Rail,16600,Oyingbo,13,Open Air,No,Yes,Yes
AGR-638463,FRM-05483,Cowpea,Anambra,Mitchellfort,3/13/2023,Dry Season,42178.69,26.1,31170.05,1859.77,3439.71,107215932.7,Motorcycle,34900,Mile 12,14,Cold Storage,Yes,Yes,Yes
AGR-638464,FRM-03668,Soybean,Plateau,Lake Kennethfort,8/29/2023,Dry Season,9779.34,4.4,9349.05,1564.57,2427.79,22697530.1,Motorcycle,23500,Kantin Kwari,11,Open Air,Yes,No,Yes
AGR-638465,FRM-03261,Soybean,Kaduna,South Steven,1/4/2023,Wet Season,3204.43,10.3,2874.37,1201.13,2510.95,7217399.35,Van,28800,Eke Awka,21,Cold Storage,No,No,No
AGR-638466,FRM-00123,Soybean,Ogun,Taylorfurt,1/2/2021,Off-Season,8267.76,33.3,5514.6,859.29,1973.24,10881629.3,Truck,11300,Eke Awka,7,Open Air,Yes,No,No
AGR-638467,FRM-09390,Rice,Zamfara,South Christinefurt,9/21/2022,Off-Season,7271.75,23.9,5533.8,696.5,1384.06,7659111.23,Rail,33600,Oja Oba,18,None,Yes,No,Yes
AGR-638468,FRM-06559,Pepper,Oyo,Lake Lori,2/15/2021,Off-Season,7202.25,19.6,5790.61,1163.87,1984.48,11491349.73,Van,26000,Kantin Kwari,9,None,Yes,No,Yes
AGR-638469,FRM-09740,Soybean,Ogun,Mcdonaldmouth,4/22/2023,Off-Season,40850.17,6.3,38276.61,146.87,373.82,14308562.35,Rail,47800,Oyingbo,13,Silo,Yes,No,Yes
AGR-638470,FRM-04941,Maize,Benue,Lake Lawrence,4/12/2022,Dry Season,2773.18,7.3,2570.74,1262.31,2069.41,5319915.06,Motorcycle,38100,Mile 12,13,Open Air,Yes,Yes,Yes
AGR-638471,FRM-00105,Rice,Benue,Brandyland,4/7/2022,Dry Season,44762.14,25.8,33213.51,256.4,467.3,15520673.22,Rail,28700,Oyingbo,9,Open Air,No,No,Yes
AGR-638472,FRM-07248,Maize,Borno,Lake Adrianton,11/2/2022,Dry Season,26471,28.5,18926.77,1785.38,4573.21,86556093.83,Van,28500,Mile 12,19,Cold Storage,No,Yes,No
AGR-638473,FRM-01014,Sorghum,Borno,Port Melanie,5/22/2023,Off-Season,18827.72,32.2,12765.19,1699.3,3289.38,41989560.68,Truck,45400,Oyingbo,5,Warehouse,No,No,No
AGR-638474,FRM-03715,Pepper,Zamfara,Simmonsbury,8/19/2022,Dry Season,29906.91,26.5,21981.58,1345.69,1842.91,40510073.6,Truck,13200,Wuse Market,3,Cold Storage,No,No,Yes
AGR-638475,FRM-09468,Yam,Benue,Phamberg,4/10/2023,Off-Season,37351.48,24.9,28050.96,574.6,1196.84,33572510.97,Boat,13200,Oja Oba,16,Silo,Yes,Yes,No
AGR-638476,FRM-08042,Cassava,Plateau,Nataliechester,6/10/2021,Wet Season,23393.83,6.4,21896.62,1789,3867.81,84691965.8,Rail,21100,Mile 12,20,Open Air,No,No,No
AGR-638477,FRM-05986,Groundnut,Benue,Port Laura,6/3/2022,Wet Season,35431.07,27.7,25616.66,1205.38,1963.52,50298824.24,Van,44900,Eke Awka,11,None,No,Yes,No
AGR-638478,FRM-01169,Soybean,Oyo,New Jeremyfurt,1/6/2022,Off-Season,47572.58,10,42815.32,416.48,1039.86,44521938.66,Van,40000,Mile 12,18,None,Yes,Yes,No
AGR-638479,FRM-00751,Sorghum,Imo,Mcgeehaven,8/1/2022,Off-Season,33428.86,4.7,31857.7,1078.4,2358.71,75143075.57,Van,47100,Dawanau Market,13,Silo,No,No,No
AGR-638480,FRM-08100,Wheat,Ogun,Odonnellshire,11/23/2021,Off-Season,45706.51,2.3,44655.26,700.34,942.32,42079544.6,Motorcycle,8300,Oyingbo,19,Cold Storage,Yes,No,No
AGR-638481,FRM-09632,Tomato,Kaduna,Hamiltonfurt,3/26/2022,Off-Season,48141.99,16.2,40342.99,1837.72,5253.08,211924953.9,Motorcycle,7900,Kantin Kwari,2,None,No,Yes,Yes
AGR-638482,FRM-06953,Wheat,Zamfara,Port Jefferyland,6/29/2023,Off-Season,4601.42,6.5,4302.33,1880.29,2928.4,12598943.17,Motorcycle,32400,Dawanau Market,2,None,No,Yes,Yes
AGR-638483,FRM-07829,Tomato,Kaduna,Annton,6/25/2021,Wet Season,15780.27,20.1,12608.44,1689.77,3244.13,40903418.46,Motorcycle,17800,Kantin Kwari,17,Cold Storage,No,No,No
AGR-638484,FRM-08898,Cowpea,Imo,Longside,7/10/2023,Off-Season,25143.48,34.8,16393.55,137.78,372.39,6104794.08,Truck,2300,Dawanau Market,14,Silo,Yes,Yes,Yes
AGR-638485,FRM-06615,Pepper,Niger,Lake Krystal,8/18/2023,Off-Season,19874.8,20,15899.84,1059.55,1923.35,30580957.26,Truck,20000,Wuse Market,5,None,No,No,Yes
AGR-638486,FRM-05177,Wheat,Cross River,Hickmanmouth,7/9/2021,Off-Season,45886.6,14.9,39049.5,1866.54,4187.69,163527200.7,Truck,46300,Wuse Market,12,None,No,Yes,Yes
AGR-638487,FRM-03998,Yam,Zamfara,Port Jackfurt,2/27/2023,Off-Season,41269.65,25.2,30869.7,125.94,164.19,5068496.04,Van,2900,Kantin Kwari,13,None,No,No,Yes
AGR-638488,FRM-03112,Groundnut,Borno,Joshuaborough,9/23/2023,Off-Season,32172.27,24.8,24193.55,1531.64,4203.81,101705087.4,Motorcycle,35100,Gbagi Market,15,Warehouse,No,No,No
AGR-638489,FRM-03271,Sorghum,Imo,West Kristen,2/22/2023,Off-Season,44643.52,31.3,30670.1,396.13,762.81,23395458.98,Rail,24600,Eke Awka,19,Silo,Yes,Yes,Yes
AGR-638490,FRM-07427,Rice,Ogun,Lake Amandaberg,11/8/2023,Dry Season,38910.85,4.1,37315.51,258.7,765.53,28566142.37,Boat,34100,Oja Oba,10,Open Air,No,No,No
AGR-638491,FRM-01527,Rice,Borno,West Jamesfurt,12/13/2021,Off-Season,37987.82,17.8,31225.99,1796.23,3467.23,108267689.3,Rail,43300,Oja Oba,15,Warehouse,Yes,No,Yes
AGR-638492,FRM-01128,Soybean,Oyo,Frederickmouth,12/13/2022,Off-Season,34310.92,4.8,32664,1746.75,4408.93,144013289.5,Van,25900,Oja Oba,5,None,No,No,No
AGR-638493,FRM-08557,Wheat,Borno,Williamsland,5/2/2023,Wet Season,31491.58,11.4,27901.54,1992.67,3617.33,100929077.7,Van,5200,Eke Awka,16,Cold Storage,Yes,No,Yes
AGR-638494,FRM-00906,Groundnut,Niger,Stephaniechester,4/8/2023,Dry Season,13162.28,27.7,9516.33,982.4,2858.12,27198813.1,Motorcycle,28900,Gbagi Market,7,Warehouse,No,Yes,Yes
AGR-638495,FRM-07764,Soybean,Ogun,New David,3/21/2022,Dry Season,41242.88,3.1,39964.35,954.74,2089.01,83485926.79,Boat,19800,Kantin Kwari,9,None,No,No,No
AGR-638496,FRM-00345,Wheat,Benue,Palmerfort,2/1/2021,Dry Season,6816.88,21.5,5351.25,1433.59,3032.18,16225953.22,Truck,49900,Gbagi Market,10,None,Yes,No,Yes
AGR-638497,FRM-08929,Cowpea,Kano,New Carla,5/9/2022,Off-Season,38673.69,32.2,26220.76,584.01,1380.32,36193039.44,Truck,7500,Oyingbo,20,Open Air,Yes,Yes,No
AGR-638498,FRM-00141,Soybean,Anambra,South Samanthafort,6/22/2021,Wet Season,14020.4,16.2,11749.1,1678.83,3787.5,44499716.25,Truck,6400,Eke Awka,14,Silo,Yes,Yes,No
AGR-638499,FRM-01548,Rice,Anambra,New Raymond,12/20/2021,Wet Season,33773.54,30.4,23506.38,1999.12,4185.4,98383602.85,Boat,12600,Oja Oba,2,Cold Storage,Yes,Yes,Yes
AGR-638500,FRM-09039,Pepper,Kano,New Emily,11/16/2021,Off-Season,46028.67,27.8,33232.7,1088.62,2080.97,69156251.72,Rail,25600,Oja Oba,5,Silo,No,No,No
AGR-638501,FRM-09652,Groundnut,Ogun,Port Nicoleburgh,5/29/2022,Wet Season,46721.26,26.6,34293.4,91.99,181.76,6233168.38,Motorcycle,32900,Eke Awka,4,Silo,Yes,No,Yes
AGR-638502,FRM-07055,Tomato,Imo,West Christopher,2/19/2023,Dry Season,46328.13,7.3,42946.18,479.43,1276.75,54831535.31,Truck,41000,Mile 12,13,None,Yes,Yes,No
AGR-638503,FRM-09395,Cassava,Benue,New Danielletown,1/26/2023,Off-Season,24596.34,22.8,18988.37,1999.57,3244,61598272.28,Motorcycle,22500,Dawanau Market,18,Warehouse,No,Yes,No
AGR-638504,FRM-00509,Sorghum,Ogun,Lake Markbury,10/14/2023,Wet Season,34109.73,30,23876.81,1391.11,3443.98,82231256.1,Motorcycle,2900,Mile 12,5,Open Air,Yes,No,Yes
AGR-638505,FRM-04272,Maize,Plateau,Port Stevenborough,3/15/2022,Wet Season,10288.17,23.3,7891.03,306.61,644.1,5082612.42,Rail,43700,Eke Awka,2,Open Air,No,Yes,No
AGR-638506,FRM-06958,Tomato,Niger,Sparksstad,5/29/2022,Dry Season,31278.72,15.9,26305.4,257.81,494.68,13012755.27,Van,20700,Oja Oba,4,None,No,No,Yes
AGR-638507,FRM-06772,Maize,Oyo,East Jessicaport,3/16/2021,Dry Season,31164.73,25.2,23311.22,1100.75,2373.54,55330113.12,Boat,35800,Gbagi Market,16,Warehouse,Yes,Yes,No
AGR-638508,FRM-05306,Maize,Anambra,Lake Martha,5/2/2021,Off-Season,47080.63,18.2,38511.96,333.07,836.78,32226037.89,Motorcycle,16400,Eke Awka,16,None,Yes,Yes,Yes
AGR-638509,FRM-06836,Groundnut,Borno,West Jaredfort,7/4/2022,Off-Season,41827.98,26.4,30785.39,1156.55,3324.2,102336793.4,Boat,7000,Eke Awka,14,None,Yes,No,Yes
AGR-638510,FRM-07251,Maize,Niger,West Courtney,7/21/2023,Dry Season,49731.35,23,38293.14,1267.84,3473.47,133010073,Rail,15400,Kantin Kwari,1,Cold Storage,Yes,No,Yes
AGR-638511,FRM-01505,Plantain,Niger,North Christinehaven,10/16/2022,Dry Season,19937.9,11.3,17684.92,596.39,1600.88,28311434.73,Boat,28100,Eke Awka,5,Open Air,Yes,Yes,No
AGR-638512,FRM-05759,Rice,Borno,Coopermouth,9/21/2021,Wet Season,39157.81,10.4,35085.4,1870.08,5190.03,182094278.6,Van,31100,Eke Awka,4,Open Air,No,No,No
AGR-638513,FRM-04229,Rice,Anambra,Port Bryan,7/30/2023,Off-Season,34651.59,25.1,25954.04,1744.24,2873.09,74568292.78,Boat,10100,Wuse Market,12,Open Air,No,No,No
AGR-638514,FRM-02710,Plantain,Zamfara,North Pattyborough,5/1/2022,Off-Season,22689.7,12.3,19898.87,185.97,462.86,9210390.97,Rail,15600,Gbagi Market,19,Silo,No,Yes,Yes
AGR-638515,FRM-04256,Pepper,Zamfara,Terryshire,4/2/2021,Dry Season,3872.43,13.5,3349.65,1178.85,1914.58,6413172.9,Van,36500,Oyingbo,5,Cold Storage,No,Yes,Yes
AGR-638516,FRM-07923,Yam,Kano,Xavierhaven,10/19/2023,Off-Season,16211.05,24.2,12287.98,858.28,1594.16,19589006.2,Rail,2100,Oja Oba,21,Warehouse,Yes,No,Yes
AGR-638517,FRM-09292,Cowpea,Oyo,New Christian,11/13/2023,Wet Season,36060.85,9.2,32743.25,531.67,1187.73,38890140.32,Rail,31900,Dawanau Market,3,None,No,Yes,Yes
AGR-638518,FRM-07450,Cassava,Anambra,Jefferystad,11/12/2021,Wet Season,16606.1,30.9,11474.82,1383.1,1914.67,21970493.61,Rail,42100,Eke Awka,6,None,Yes,Yes,Yes
AGR-638519,FRM-06649,Rice,Zamfara,Lake Charles,10/9/2022,Dry Season,29107.48,10.8,25963.87,1854.41,5431.01,141010037.6,Motorcycle,11700,Mile 12,8,Cold Storage,Yes,No,Yes
AGR-638520,FRM-05142,Wheat,Oyo,Courtneystad,7/9/2021,Wet Season,824.23,10,741.81,1291.54,3370.35,2500159.33,Rail,48600,Kantin Kwari,4,Silo,No,Yes,Yes
AGR-638521,FRM-01931,Pepper,Cross River,New Courtney,7/25/2022,Off-Season,41550.65,21.1,32783.46,637.3,1887.26,61870912.72,Boat,14200,Gbagi Market,18,Open Air,No,Yes,Yes
AGR-638522,FRM-05782,Plantain,Imo,Kennethhaven,4/17/2021,Off-Season,38467.27,31.3,26427.01,607.94,1532.48,40498864.28,Motorcycle,46100,Oyingbo,17,Cold Storage,No,Yes,No
AGR-638523,FRM-01385,Soybean,Benue,Richardview,10/26/2023,Wet Season,4308.74,6.9,4011.44,950.86,1838.13,7373548.21,Truck,24400,Eke Awka,16,Warehouse,No,Yes,No
AGR-638524,FRM-02716,Maize,Anambra,Dunnburgh,12/11/2021,Dry Season,5916,31.5,4052.46,273.01,415.21,1682621.92,Boat,18000,Mile 12,4,Cold Storage,Yes,No,No
AGR-638525,FRM-05734,Cowpea,Niger,Ericfort,9/28/2022,Off-Season,3200.56,24.1,2429.23,859.35,1429.75,3473191.59,Rail,35100,Kantin Kwari,20,Cold Storage,Yes,Yes,No
AGR-638526,FRM-01698,Tomato,Anambra,Rachelmouth,5/28/2022,Wet Season,2282.8,10.2,2049.95,207.78,340.18,697351.99,Boat,29600,Kantin Kwari,12,Open Air,Yes,No,No
AGR-638527,FRM-07353,Tomato,Ogun,Millerchester,6/11/2022,Wet Season,18610.01,17.9,15278.82,1241.62,3228.62,49329503.83,Rail,38300,Kantin Kwari,1,Warehouse,Yes,No,Yes
AGR-638528,FRM-01394,Pepper,Anambra,West Sydneyborough,2/3/2021,Dry Season,41274.77,2.1,40408,1590.56,3917.09,158281772.7,Motorcycle,6700,Oja Oba,15,Warehouse,No,Yes,No
AGR-638529,FRM-04659,Tomato,Ogun,Port Sharichester,6/5/2021,Off-Season,7985.85,10.6,7139.35,683.71,1861.53,13290114.21,Motorcycle,9100,Oja Oba,16,Cold Storage,No,Yes,No
AGR-638530,FRM-09856,Soybean,Ogun,Loristad,1/5/2021,Wet Season,23738.7,8,21839.6,1993.42,5599.02,122280357.2,Truck,17800,Oyingbo,2,Silo,No,Yes,Yes
AGR-638531,FRM-02617,Tomato,Cross River,Burnsbury,4/4/2023,Dry Season,45859.59,27.6,33202.34,976.69,2529.07,83971042.02,Motorcycle,31300,Oja Oba,13,Open Air,No,No,Yes
AGR-638532,FRM-08501,Plantain,Kano,Markton,8/18/2021,Wet Season,2211.64,24.3,1674.21,1052.1,2978.15,4986048.51,Motorcycle,42200,Mile 12,8,None,Yes,Yes,No
AGR-638533,FRM-09362,Pepper,Cross River,Lake Marissa,1/10/2021,Dry Season,45702.32,12,40218.04,763.78,1124.91,45241675.38,Truck,3600,Wuse Market,11,None,No,No,No
AGR-638534,FRM-09070,Wheat,Cross River,Walshside,11/27/2023,Wet Season,6196.61,34.9,4033.99,1676.93,4258.52,17178827.09,Motorcycle,20100,Wuse Market,14,Silo,Yes,Yes,No
AGR-638535,FRM-03406,Maize,Zamfara,North Joshuamouth,4/20/2023,Dry Season,22112.67,34.7,14439.57,1065.8,2444.75,35301138.76,Rail,34100,Oyingbo,16,Warehouse,No,No,Yes
AGR-638536,FRM-00533,Maize,Plateau,South Timothy,5/30/2021,Wet Season,22138.31,31.5,15164.74,1640.57,3373.89,51164164.64,Boat,8800,Eke Awka,12,Cold Storage,Yes,Yes,Yes
AGR-638537,FRM-01934,Wheat,Anambra,Garciaton,3/26/2021,Wet Season,32456.65,15.3,27490.78,199.89,365.88,10058326.59,Boat,20200,Eke Awka,11,Open Air,No,No,Yes
AGR-638538,FRM-00688,Rice,Zamfara,West Harryland,6/28/2023,Dry Season,25926.84,24.3,19626.62,1565.57,3729.67,73200815.82,Rail,6400,Eke Awka,21,Open Air,No,Yes,No
AGR-638539,FRM-06696,Cowpea,Anambra,Lake Jenna,11/16/2021,Dry Season,40635.63,27.6,29420.2,1743.65,3443.93,101321109.4,Rail,36700,Kantin Kwari,1,None,Yes,No,Yes
AGR-638540,FRM-03876,Cassava,Kano,Alishatown,12/18/2023,Off-Season,13012.59,28.2,9343.04,191.21,339.51,3172055.51,Truck,17200,Gbagi Market,19,None,Yes,Yes,Yes
AGR-638541,FRM-08406,Cassava,Anambra,East Timothytown,9/9/2021,Off-Season,20745.25,9.2,18836.69,1190.87,2576.85,48539324.63,Boat,45500,Oyingbo,7,Cold Storage,No,No,Yes
AGR-638542,FRM-08076,Groundnut,Plateau,Bradshawtown,9/17/2022,Off-Season,29669.7,10.7,26495.04,1883.75,4915.59,130238753.7,Truck,37500,Mile 12,11,Open Air,No,Yes,No
AGR-638543,FRM-03233,Cassava,Zamfara,New Natalie,3/27/2023,Off-Season,35867.24,5.8,33786.94,209.4,415.51,14038811.44,Truck,41300,Oja Oba,7,Cold Storage,No,No,No
AGR-638544,FRM-08560,Groundnut,Ogun,Port Janicemouth,1/10/2021,Wet Season,34805.67,25.8,25825.81,1201.06,2773.43,71626076.23,Van,33800,Oja Oba,19,Warehouse,Yes,No,Yes
AGR-638545,FRM-09440,Rice,Cross River,South Brandonstad,12/2/2023,Off-Season,31549.19,12,27763.29,697.16,1111.84,30868336.35,Boat,23200,Wuse Market,9,None,Yes,No,No
AGR-638546,FRM-02171,Wheat,Ogun,Farmerton,11/28/2022,Off-Season,19105.07,23.2,14672.69,904.25,1597.27,23436247.56,Rail,29600,Mile 12,4,None,No,No,Yes
AGR-638547,FRM-04022,Wheat,Imo,New Williamton,1/19/2022,Wet Season,22941.78,34.5,15026.87,418.37,1138.21,17103733.7,Van,24200,Oyingbo,20,Cold Storage,No,Yes,No
AGR-638548,FRM-01996,Sorghum,Benue,Bryanmouth,9/7/2021,Off-Season,128.5,19.8,103.06,1635.54,4879.37,502867.87,Motorcycle,5900,Gbagi Market,13,Open Air,Yes,No,Yes
AGR-638549,FRM-09125,Cowpea,Cross River,Taylorstad,8/16/2023,Dry Season,7924.41,15.5,6696.13,1234.07,2885.28,19320209.97,Boat,3600,Gbagi Market,17,Cold Storage,No,Yes,No
AGR-638550,FRM-01411,Plantain,Borno,West Evantown,4/8/2022,Wet Season,1859.93,6.3,1742.75,1194.91,2956.73,5152841.21,Boat,15900,Mile 12,13,Cold Storage,No,Yes,No
AGR-638551,FRM-06433,Cassava,Plateau,South Heather,4/24/2023,Wet Season,13237.27,30,9266.09,117.31,323.2,2994800.29,Truck,27200,Dawanau Market,9,Open Air,No,Yes,Yes
AGR-638552,FRM-00650,Maize,Benue,Lake Davidborough,9/12/2022,Wet Season,22442.14,8.5,20534.56,1677.94,2793.32,57359597.14,Truck,49900,Eke Awka,2,Silo,No,Yes,Yes
AGR-638553,FRM-01688,Maize,Niger,Lake Charleschester,2/10/2022,Wet Season,43264.63,16,36342.29,1324.71,2852.39,103662384.6,Motorcycle,26300,Mile 12,6,Silo,No,Yes,Yes
AGR-638554,FRM-04278,Pepper,Plateau,North Lori,2/25/2023,Wet Season,12656.63,6.3,11859.26,933.07,1887.21,22380914.06,Truck,44800,Dawanau Market,20,Warehouse,No,Yes,Yes
AGR-638555,FRM-03220,Rice,Cross River,Lake Debra,11/22/2021,Dry Season,37813.95,7.9,34826.65,1176.13,2857.67,99523072.91,Boat,35300,Oja Oba,18,Warehouse,Yes,Yes,Yes
